               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.013173,           0.0096757,           0.0032432,             0.92386,             0.77765,             0.84472,             0.62636,            0.033381,            0.023024,            0.013697,           0.0021295,           0.0021295,           0.0021295
                 161,            0.012506,           0.0094306,           0.0029204,             0.88892,             0.76051,             0.82536,             0.62387,            0.033267,            0.023148,            0.013867,             0.00208,             0.00208,             0.00208
                 162,            0.012926,           0.0095975,           0.0031211,             0.90574,             0.75333,             0.82548,             0.62223,            0.033373,            0.023077,            0.013746,           0.0020305,           0.0020305,           0.0020305
                 163,            0.012432,            0.009557,           0.0028972,             0.94368,             0.75397,             0.84146,             0.62139,            0.033305,            0.023468,            0.013676,            0.001981,            0.001981,            0.001981
                 164,            0.012541,           0.0098158,           0.0030457,             0.90761,             0.75667,             0.83465,              0.6172,            0.033399,            0.023691,            0.014073,           0.0019315,           0.0019315,           0.0019315
                 165,            0.012493,           0.0094088,           0.0029381,              0.9099,             0.76852,             0.84074,             0.61926,            0.033295,            0.023696,            0.013433,            0.001882,            0.001882,            0.001882
                 166,             0.01227,           0.0091441,           0.0029543,             0.88289,             0.76159,             0.81516,              0.6151,            0.033427,            0.023451,            0.013043,           0.0018325,           0.0018325,           0.0018325
                 167,            0.012272,           0.0095843,           0.0029721,             0.89442,              0.7642,             0.82531,              0.6296,            0.032775,            0.022661,            0.012404,            0.001783,            0.001783,            0.001783
                 168,            0.012089,           0.0093235,           0.0028997,             0.92148,             0.78614,             0.84911,             0.63331,            0.032773,            0.022778,            0.011833,           0.0017335,           0.0017335,           0.0017335
                 169,            0.012854,           0.0094815,           0.0031233,             0.94229,             0.79499,             0.85887,             0.63002,            0.032658,            0.022396,            0.011881,            0.001684,            0.001684,            0.001684
                 170,            0.012011,           0.0094346,           0.0027822,             0.93362,             0.79576,             0.86507,             0.63152,             0.03251,            0.021621,            0.011445,           0.0016345,           0.0016345,           0.0016345
                 171,            0.011649,            0.009035,           0.0027536,             0.93691,              0.7987,             0.86215,             0.63372,             0.03272,            0.022207,            0.011699,            0.001585,            0.001585,            0.001585
                 172,            0.011729,           0.0088459,           0.0027866,             0.93466,             0.79049,             0.86008,             0.63214,             0.03283,            0.022037,            0.011671,           0.0015355,           0.0015355,           0.0015355
                 173,             0.01187,           0.0088908,           0.0029294,             0.94229,             0.78695,             0.85613,             0.63382,            0.032861,            0.021909,            0.012234,            0.001486,            0.001486,            0.001486
                 174,            0.012299,           0.0090902,           0.0030387,             0.94439,                0.79,               0.857,             0.63675,            0.032826,            0.022009,            0.012593,           0.0014365,           0.0014365,           0.0014365
                 175,            0.011831,           0.0090166,           0.0029331,             0.94262,             0.79801,             0.86518,             0.64205,            0.032484,            0.021495,            0.012256,            0.001387,            0.001387,            0.001387
                 176,            0.011906,           0.0092704,            0.002882,             0.92205,             0.79167,             0.86397,             0.64646,            0.032225,            0.021738,            0.012528,           0.0013375,           0.0013375,           0.0013375
                 177,            0.011924,           0.0090247,           0.0029913,             0.89997,             0.78833,             0.85598,             0.63849,            0.032402,            0.022111,            0.012717,            0.001288,            0.001288,            0.001288
                 178,            0.012055,           0.0088393,           0.0030651,             0.92557,             0.79667,             0.86444,             0.64468,            0.031968,            0.021248,            0.012209,           0.0012385,           0.0012385,           0.0012385
                 179,            0.011698,           0.0088338,           0.0028769,             0.91472,             0.78287,             0.86083,               0.642,            0.032144,            0.021744,            0.012342,            0.001189,            0.001189,            0.001189
                 180,            0.012376,           0.0090999,           0.0031666,             0.92049,             0.77833,             0.85785,             0.63988,            0.032247,            0.021866,            0.012765,           0.0011395,           0.0011395,           0.0011395
                 181,            0.011584,           0.0088504,           0.0028282,             0.94041,               0.775,             0.85641,             0.64209,             0.03223,            0.021773,            0.012668,             0.00109,             0.00109,             0.00109
                 182,            0.011451,           0.0087126,           0.0027807,             0.92962,             0.78102,             0.86049,             0.64163,            0.032286,            0.022115,            0.012384,           0.0010405,           0.0010405,           0.0010405
                 183,            0.011275,           0.0084999,           0.0027142,             0.92727,             0.76811,             0.85406,             0.63593,            0.032513,            0.022303,            0.013219,            0.000991,            0.000991,            0.000991
                 184,            0.011551,           0.0089364,           0.0029332,             0.92984,               0.775,             0.85583,             0.64086,            0.032199,            0.021807,            0.012933,           0.0009415,           0.0009415,           0.0009415
                 185,            0.011384,           0.0087263,           0.0027935,             0.93313,             0.77785,             0.86354,             0.64094,            0.031893,            0.021329,            0.012952,            0.000892,            0.000892,            0.000892
                 186,            0.010862,           0.0083091,           0.0025276,              0.9332,             0.77837,              0.8593,             0.64137,            0.032161,            0.021417,            0.012489,           0.0008425,           0.0008425,           0.0008425
                 187,            0.011525,           0.0091766,           0.0028017,             0.93143,             0.78333,             0.86421,             0.63912,             0.03219,            0.021872,             0.01262,            0.000793,            0.000793,            0.000793
                 188,            0.011323,           0.0088133,           0.0027752,             0.92966,             0.78215,             0.86883,             0.64425,            0.031968,            0.021525,            0.012794,           0.0007435,           0.0007435,           0.0007435
                 189,            0.011291,           0.0085327,           0.0027929,             0.93272,              0.7876,             0.86749,             0.64137,            0.032126,            0.021561,            0.012289,            0.000694,            0.000694,            0.000694
